station_id,latitude,longitude,station_elevation_m,valid_level_rows,first_time,last_time,profile_count,macro_region,longitude_sector,split,block,block_stations,selected,reason
BGM00041923,23.7667,90.3833,8.0,7328,2024-01-03 12:00:00,2025-12-31 00:00:00,1274,tropics,1,train,lat3_lon1,76,True,selected
BHM00078583,17.5349,-88.3129,5.0,6417,2024-01-01 00:00:00,2025-09-09 00:00:00,1074,tropics,4,train,lat3_lon4,27,True,selected
BRM00082022,2.849,-60.6943,83.5,6500,2024-01-01 00:00:00,2025-12-31 12:00:00,1123,tropics,4,calibration,lat3_lon4,27,True,selected
BRM00082026,2.22,-55.93,325.0,5520,2024-01-01 00:00:00,2025-12-31 12:00:00,1105,tropics,5,train,lat3_lon5,7,False,outside_top20_after_southern_reservation
BRM00082099,0.05,-51.0667,16.0,6508,2024-01-01 12:00:00,2025-12-31 12:00:00,1086,tropics,5,train,lat3_lon5,7,False,outside_top20_after_southern_reservation
BRM00082107,-0.1167,-66.9667,79.0,4820,2024-01-01 00:00:00,2025-12-31 12:00:00,841,tropics,4,early_val,lat2_lon4,7,False,outside_top20_after_southern_reservation
BRM00082193,-1.3833,-48.4833,16.0,6574,2024-01-01 00:00:00,2025-12-31 12:00:00,1096,tropics,5,train,lat2_lon5,17,True,selected
BRM00082244,-2.4333,-54.7167,72.0,6442,2024-01-01 00:00:00,2025-12-31 12:00:00,1079,tropics,5,train,lat2_lon5,17,True,selected
BRM00082332,-3.15,-59.9833,84.0,6739,2024-01-01 00:00:00,2025-12-31 12:00:00,1142,tropics,5,train,lat2_lon5,17,True,selected
BRM00082532,-5.8167,-61.2833,53.0,5547,2024-01-01 00:00:00,2025-10-09 12:00:00,926,tropics,4,train,lat2_lon4,7,False,outside_top20_after_southern_reservation
BRM00082599,-5.9167,-35.25,52.0,6262,2024-01-01 00:00:00,2025-12-31 12:00:00,1046,tropics,5,test,lat2_lon5,17,True,selected
BRM00082705,-7.5833,-72.7667,199.0,5428,2024-01-01 00:00:00,2025-12-31 12:00:00,1091,tropics,4,train,lat2_lon4,7,False,outside_top20_after_southern_reservation
BRM00082824,-8.7667,-63.9167,102.0,6157,2024-01-02 12:00:00,2025-12-31 12:00:00,1073,tropics,4,early_val,lat2_lon4,7,False,outside_top20_after_southern_reservation
BRM00082965,-9.8667,-56.1,288.0,3618,2024-01-01 12:00:00,2025-12-31 12:00:00,725,tropics,5,train,lat2_lon5,17,True,selected
BRM00083208,-12.7,-60.1,612.0,5354,2024-01-01 00:00:00,2025-12-31 12:00:00,1075,tropics,4,test,lat2_lon4,7,False,outside_top20_after_southern_reservation
BRM00083378,-15.8729,-47.9241,1061.0,5464,2024-01-01 00:00:00,2025-12-31 12:00:00,1366,tropics,5,test,lat2_lon5,17,True,selected
BRM00083525,-18.8833,-48.2167,943.0,2647,2024-01-01 12:00:00,2025-12-30 12:00:00,662,tropics,5,train,lat2_lon5,17,True,selected
BRM00083566,-19.6167,-43.9667,827.0,5810,2024-01-01 00:00:00,2025-12-31 12:00:00,1425,tropics,5,train,lat2_lon5,17,True,selected
BRM00083612,-20.4667,-54.6667,567.0,6093,2024-03-15 12:00:00,2025-12-31 12:00:00,1219,tropics,5,train,lat2_lon5,17,True,selected
BRM00083649,-20.2667,-40.2833,4.0,4043,2024-01-01 12:00:00,2025-12-31 12:00:00,674,tropics,5,train,lat2_lon5,17,True,selected
BRM00083779,-23.5,-46.6333,722.0,7034,2024-01-01 00:00:00,2025-12-31 12:00:00,1408,tropics,5,early_val,lat2_lon5,17,True,selected
BRM00083827,-25.6003,-54.485,239.0,6697,2024-01-01 00:00:00,2025-12-31 12:00:00,1338,tropics,5,calibration,lat2_lon5,17,True,selected
BRM00083840,-25.5167,-49.1667,908.0,5255,2024-01-01 12:00:00,2025-12-31 12:00:00,1313,tropics,5,train,lat2_lon5,17,True,selected
BRM00083899,-27.6667,-48.55,5.0,7450,2024-01-01 00:00:00,2025-12-31 12:00:00,1244,tropics,5,calibration,lat2_lon5,17,True,selected
BRM00083937,-29.7167,-53.7,85.0,8186,2024-01-01 00:00:00,2025-12-31 12:00:00,1398,tropics,5,train,lat2_lon5,17,True,selected
CAM00071043,65.2825,-126.8002,72.5,8065,2024-01-01 00:00:00,2025-12-31 12:00:00,1452,northern_extratropics,3,calibration,lat5_lon3,9,True,selected
CAM00071081,68.7667,-81.2167,5.9,7961,2024-01-01 00:00:00,2025-12-28 12:00:00,1375,northern_extratropics,4,early_val,lat5_lon4,8,False,outside_top20_after_southern_reservation
CAM00071082,82.5,-62.3333,65.4,8139,2024-01-01 00:00:00,2025-12-31 12:00:00,1452,northern_extratropics,4,test,lat5_lon4,8,False,outside_top20_after_southern_reservation
CAM00071109,50.6806,-127.3666,21.6,8565,2024-01-01 00:00:00,2025-12-31 12:00:00,1451,northern_extratropics,3,train,lat4_lon3,14,True,selected
CAM00071119,53.5475,-114.1083,766.3,6425,2024-01-01 00:00:00,2025-12-31 12:00:00,1450,northern_extratropics,4,calibration,lat4_lon4,69,True,selected
CAM00071603,43.8308,-66.0886,43.0,8542,2024-01-01 00:00:00,2025-12-31 12:00:00,1458,northern_extratropics,4,train,lat4_lon4,69,True,selected
CAM00071722,46.1417,-76.0811,199.0,7536,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,4,train,lat4_lon4,69,True,selected
CAM00071802,47.5167,-52.7833,112.4,7790,2024-01-01 00:00:00,2025-12-31 12:00:00,1415,northern_extratropics,5,train,lat4_lon5,19,True,selected
CAM00071811,50.2167,-66.25,53.1,8347,2024-01-01 00:00:00,2025-12-31 12:00:00,1452,northern_extratropics,4,test,lat4_lon4,69,True,selected
CAM00071815,48.5333,-58.55,24.7,8331,2024-01-01 00:00:00,2025-12-31 12:00:00,1458,northern_extratropics,5,test,lat4_lon5,19,True,selected
CAM00071816,53.3167,-60.4167,48.8,8349,2024-01-01 00:00:00,2025-12-31 12:00:00,1453,northern_extratropics,4,train,lat4_lon4,69,True,selected
CAM00071823,53.7572,-73.6786,303.0,6541,2024-01-01 00:00:00,2025-10-30 12:00:00,1311,northern_extratropics,4,early_val,lat4_lon4,69,True,selected
CAM00071845,51.4464,-90.2142,386.2,6713,2024-01-01 00:00:00,2025-12-31 12:00:00,1345,northern_extratropics,4,calibration,lat4_lon4,69,True,selected
CAM00071867,53.9667,-101.1,270.4,7151,2024-01-01 00:00:00,2025-12-31 12:00:00,1427,northern_extratropics,4,train,lat4_lon4,69,True,selected
CAM00071906,58.1,-68.4167,39.9,7870,2024-01-01 00:00:00,2025-12-31 00:00:00,1393,northern_extratropics,4,train,lat4_lon4,69,True,selected
CAM00071907,58.4673,-78.0787,23.1,4841,2024-02-04 00:00:00,2025-12-31 12:00:00,836,northern_extratropics,4,train,lat4_lon4,69,True,selected
CAM00071908,53.9,-122.79,600.5,7253,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,3,train,lat4_lon3,14,True,selected
CAM00071909,63.75,-68.55,33.5,7523,2024-01-01 00:00:00,2025-12-31 12:00:00,1311,northern_extratropics,4,train,lat5_lon4,8,False,outside_top20_after_southern_reservation
CAM00071913,58.7333,-94.0667,28.5,7196,2024-01-01 00:00:00,2025-12-31 12:00:00,1233,northern_extratropics,4,train,lat4_lon4,69,True,selected
CAM00071917,79.9944,-85.8119,82.9,8353,2024-01-01 00:00:00,2025-12-31 12:00:00,1438,northern_extratropics,4,train,lat5_lon4,8,False,outside_top20_after_southern_reservation
CAM00071924,74.7169,-94.9694,67.7,8115,2024-01-01 00:00:00,2025-12-31 12:00:00,1425,northern_extratropics,4,calibration,lat5_lon4,8,False,outside_top20_after_southern_reservation
CAM00071925,69.1081,-105.1383,31.1,7735,2024-01-01 00:00:00,2025-12-31 12:00:00,1326,northern_extratropics,4,train,lat5_lon4,8,False,outside_top20_after_southern_reservation
CAM00071926,64.2989,-96.0778,18.6,7599,2024-01-01 00:00:00,2025-12-31 00:00:00,1323,northern_extratropics,4,test,lat5_lon4,8,False,outside_top20_after_southern_reservation
CAM00071934,60.0203,-111.9619,205.1,5171,2024-01-02 00:00:00,2025-12-31 12:00:00,1007,northern_extratropics,4,train,lat5_lon4,8,False,outside_top20_after_southern_reservation
CAM00071945,58.8364,-122.5972,381.9,7107,2024-01-01 00:00:00,2025-12-31 12:00:00,1422,northern_extratropics,3,test,lat4_lon3,14,True,selected
CAM00071957,68.3,-133.4833,67.7,8031,2024-01-01 00:00:00,2025-12-31 12:00:00,1446,northern_extratropics,3,train,lat5_lon3,9,True,selected
CAM00071964,60.7094,-135.0688,706.2,6322,2024-01-01 00:00:00,2025-12-31 12:00:00,1370,northern_extratropics,3,test,lat5_lon3,9,True,selected
CAM00073033,50.2393,-119.2898,564.0,7196,2024-01-01 00:00:00,2025-12-31 12:00:00,1442,northern_extratropics,4,train,lat4_lon4,69,True,selected
CAM00073110,44.6319,-63.5053,38.0,6330,2024-01-01 00:00:00,2025-06-30 12:00:00,1088,northern_extratropics,4,train,lat4_lon4,69,True,selected
CAM00073111,49.405,-82.4428,225.0,7106,2024-01-01 00:00:00,2025-12-31 12:00:00,1410,northern_extratropics,4,test,lat4_lon4,69,True,selected
CFM00064400,-4.8045,11.8817,18.0,3813,2024-01-01 12:00:00,2025-08-29 12:00:00,786,tropics,0,train,lat2_lon0,8,True,selected
CHM00050527,49.25,119.7,,6917,2024-01-01 00:00:00,2025-12-31 12:00:00,1458,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00050557,49.1667,125.2333,,7077,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,2,train,lat4_lon2,47,True,selected
CHM00050774,47.7,128.8333,,7028,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,2,train,lat4_lon2,47,True,selected
CHM00050953,45.9333,126.5667,,7710,2024-01-01 00:00:00,2025-12-31 12:00:00,1461,northern_extratropics,2,train,lat4_lon2,47,True,selected
CHM00051076,47.7333,88.0833,,6707,2024-01-01 00:00:00,2025-12-31 12:00:00,1455,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00051243,45.6167,84.85,,6547,2024-01-01 00:00:00,2025-12-31 12:00:00,1319,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00051431,43.95,81.3333,,6988,2024-01-01 00:00:00,2025-12-31 12:00:00,1457,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00051463,43.7433,87.7433,1013.0,5601,2024-01-01 00:00:00,2025-12-31 12:00:00,1447,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00051644,41.7167,82.95,,5665,2024-01-01 00:00:00,2025-12-31 12:00:00,1452,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00051656,41.7294,85.8186,,5349,2024-01-01 00:00:00,2025-12-31 12:00:00,1316,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00051709,39.4833,75.75,,5628,2024-01-01 00:00:00,2025-12-31 12:00:00,1447,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00051777,39.0333,88.1667,,5760,2024-01-01 00:00:00,2025-12-31 12:00:00,1451,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00051828,37.1333,79.9333,,5621,2024-01-01 00:00:00,2025-12-31 12:00:00,1450,northern_extratropics,1,test,lat4_lon1,79,True,selected
CHM00051839,37.0667,82.7167,1409.5,5440,2024-01-01 00:00:00,2025-12-31 12:00:00,1439,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00052203,42.8167,93.5167,,6559,2024-01-01 00:00:00,2025-12-31 12:00:00,1456,northern_extratropics,1,early_val,lat4_lon1,79,True,selected
CHM00052267,41.95,101.0667,,5686,2024-01-01 00:00:00,2025-12-31 12:00:00,1453,northern_extratropics,1,early_val,lat4_lon1,79,True,selected
CHM00052323,41.8,97.0333,,3954,2024-01-01 00:00:00,2025-12-31 12:00:00,1318,northern_extratropics,1,test,lat4_lon1,79,True,selected
CHM00052418,40.15,94.6833,,5672,2024-01-01 00:00:00,2025-12-31 12:00:00,1457,northern_extratropics,1,early_val,lat4_lon1,79,True,selected
CHM00052533,39.7667,98.4833,,4953,2024-01-01 00:00:00,2025-12-31 12:00:00,1397,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00052681,38.6333,103.0833,1367.0,5625,2024-01-01 00:00:00,2025-12-31 12:00:00,1454,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00052818,36.4167,94.9,,4062,2024-01-01 00:00:00,2025-12-31 12:00:00,1354,northern_extratropics,1,test,lat4_lon1,79,True,selected
CHM00052866,36.65,101.7167,2434.2,3984,2024-01-01 00:00:00,2025-12-30 12:00:00,1328,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00052983,35.8667,104.15,,3975,2024-01-01 00:00:00,2025-12-31 12:00:00,1325,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00053463,40.85,111.5667,,5644,2024-01-01 00:00:00,2025-12-31 12:00:00,1452,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00053513,40.7333,107.3667,1041.0,5650,2024-01-01 00:00:00,2025-12-31 12:00:00,1453,northern_extratropics,1,calibration,lat4_lon1,79,True,selected
CHM00053543,39.8333,109.9833,,4895,2024-01-01 00:00:00,2025-12-31 12:00:00,1316,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00053614,38.4667,106.2,,5634,2024-01-01 00:00:00,2025-12-31 12:00:00,1449,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00053772,37.6167,112.5833,,6426,2024-01-01 00:00:00,2025-12-31 12:00:00,1456,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00053845,36.5667,109.45,958.9,5663,2024-01-01 00:00:00,2025-12-31 12:00:00,1455,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00053915,35.5333,106.6667,,5085,2024-01-01 00:00:00,2025-12-31 12:00:00,1404,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00054102,43.95,116.1167,,5645,2024-01-01 00:00:00,2025-12-31 12:00:00,1449,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00054135,43.66,122.35,175.0,7468,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,2,train,lat4_lon2,47,True,selected
CHM00054161,43.9,125.2167,,7100,2024-01-01 00:00:00,2025-12-31 12:00:00,1457,northern_extratropics,2,calibration,lat4_lon2,47,True,selected
CHM00054218,42.3,118.8333,,6984,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00054292,42.8667,129.5,,7073,2024-01-01 00:00:00,2025-12-31 12:00:00,1458,northern_extratropics,2,train,lat4_lon2,47,True,selected
CHM00054340,41.543,123.61,77.1,7945,2024-01-01 00:00:00,2025-12-31 12:00:00,1444,northern_extratropics,2,train,lat4_lon2,47,True,selected
CHM00054374,41.8,126.8833,385.0,7048,2024-01-01 00:00:00,2025-12-31 12:00:00,1458,northern_extratropics,2,train,lat4_lon2,47,True,selected
CHM00054511,39.9333,116.2833,,8248,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,1,calibration,lat4_lon1,79,True,selected
CHM00054662,38.9,121.6333,,7970,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,2,train,lat4_lon2,47,True,selected
CHM00054727,36.65,117.5,263.0,7111,2024-01-01 00:00:00,2025-12-31 12:00:00,1456,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00054857,36.0667,120.3333,,8098,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,2,early_val,lat4_lon2,47,True,selected
CHM00056080,35.0,102.9,,3792,2024-01-01 12:00:00,2025-12-31 12:00:00,1264,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00056187,30.75,103.8667,,7025,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,1,early_val,lat4_lon1,79,True,selected
CHM00056492,28.7667,104.6,502.8,6539,2024-01-01 00:00:00,2025-12-31 12:00:00,1317,tropics,1,calibration,lat3_lon1,76,True,selected
CHM00056571,27.9,102.2667,,3959,2024-01-01 12:00:00,2025-12-31 12:00:00,1318,tropics,1,train,lat3_lon1,76,True,selected
CHM00056651,26.8333,100.2167,,3861,2024-01-01 00:00:00,2025-12-31 12:00:00,1287,tropics,1,calibration,lat3_lon1,76,True,selected
CHM00056691,26.8667,104.2833,,3843,2024-01-01 00:00:00,2025-12-31 12:00:00,1281,tropics,1,test,lat3_lon1,76,True,selected
CHM00056739,24.9844,98.5056,,4017,2024-01-01 00:00:00,2025-12-31 12:00:00,1339,tropics,1,train,lat3_lon1,76,True,selected
CHM00056778,25.0167,102.6833,,3996,2024-01-01 00:00:00,2025-12-31 12:00:00,1332,tropics,1,early_val,lat3_lon1,76,True,selected
CHM00056964,22.8161,100.9911,1416.2,5606,2024-01-01 00:00:00,2025-12-31 12:00:00,1448,tropics,1,train,lat3_lon1,76,True,selected
CHM00056985,23.4444,103.3278,,5621,2024-01-01 00:00:00,2025-12-31 12:00:00,1450,tropics,1,train,lat3_lon1,76,True,selected
CHM00057083,34.7167,113.65,,7849,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00057127,33.0667,107.0333,,7014,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00057131,34.4333,108.9667,,7075,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,1,test,lat4_lon1,79,True,selected
CHM00057178,33.1,112.4833,,7487,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,1,test,lat4_lon1,79,True,selected
CHM00057245,32.7167,109.0333,,6628,2024-01-01 00:00:00,2025-12-31 12:00:00,1329,northern_extratropics,1,early_val,lat4_lon1,79,True,selected
CHM00057461,30.7333,111.3667,,7158,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00057494,30.6,114.05,24.0,8197,2024-01-01 00:00:00,2025-12-31 12:00:00,1457,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00057516,29.5833,106.4667,,7030,2024-01-01 00:00:00,2025-12-31 12:00:00,1458,tropics,1,train,lat3_lon1,76,True,selected
CHM00057541,29.99,109.47,598.1,7051,2024-01-01 00:00:00,2025-12-31 12:00:00,1456,tropics,1,train,lat3_lon1,76,True,selected
CHM00057687,28.1167,112.7833,119.0,7781,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,tropics,1,early_val,lat3_lon1,76,True,selected
CHM00057816,26.5833,106.7333,,5588,2024-01-01 00:00:00,2025-12-31 12:00:00,1444,tropics,1,test,lat3_lon1,76,True,selected
CHM00057957,25.3333,110.3,,7452,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,tropics,1,test,lat3_lon1,76,True,selected
CHM00057972,25.7353,112.9739,,7055,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,tropics,1,train,lat3_lon1,76,True,selected
CHM00058027,34.2,117.4,44.0,8208,2024-01-01 00:00:00,2025-12-31 12:00:00,1461,northern_extratropics,1,calibration,lat4_lon1,79,True,selected
CHM00058150,33.75,120.3,,8337,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,2,calibration,lat4_lon2,47,True,selected
CHM00058203,32.8667,115.7333,,8210,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,1,train,lat4_lon1,79,True,selected
CHM00058238,31.9333,118.9,32.0,8277,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,1,train,lat4_lon1,79,True,selected
